Tweet Date,Sentence,Quote Count,Reply Count,Retweet Count,Favorite Count,Sentiment,English Translation
Wed Feb 21 09:40:05 +0000 2024,"BBCA king of IHSG 👑🤟 Ikutan kuy pindah saham ke Bluechip gratis, tis, tis!! 👇 [URL] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [URL]",0,0,0,0,Positive,"BBCA king of IHSG 👑🤟 Follow me and move your shares to Bluechip for free, tis, tis!! 👇 [URL] [HASHTAGURL]"
Wed Feb 21 09:10:34 +0000 2024,"IHSG Turun Tipis usai BI Rate Tetap 6%, Saham BBCA-GOTO Lesu [URL]",0,0,0,0,Negative,"IHSG Down Thin after BI Rate Fixed 6%, BBCA-GOTO Stock Sluggish [URL]"
Wed Feb 21 08:14:05 +0000 2024,"[USERNAME] [USERNAME] hbd bca, bagi 2 lot saham dong",0,1,0,0,Positive,"[USERNAME] [USERNAME] hbd bca, bagi 2 lot saham dong"
Wed Feb 21 05:06:53 +0000 2024,"[USERNAME] [USERNAME] [USERNAME] Belajar skill dulu boss, anak owner BCA itu jadi direktur. Baca: JADI DIREKTUR Apa masyarakat komplain? Ga tuh, nyatanya saham bca masih naik kan dan layanan bca masih diterima sebagian besar masyarakat",0,2,0,1,Positive,"[USERNAME] [USERNAME] [USERNAME] Learn skills first boss, the son of the BCA owner became a director. Read: BECOME A DIRECTOR Are the people complaining? No, in fact BCA shares are still rising and BCA services are still accepted by the majority of the people"
Wed Feb 21 04:51:01 +0000 2024,"[USERNAME] [USERNAME] Ini sirik namanya bos, hidup itu memang ga fair. Privilege kalau dipakai buat hal benar kenapa tidak? Anak Owner BCA ga semuanya jadi Dirut, tp ada yg diangkat jadi Dirut, dan selama dia bisa kerja, masyarakat juga okay aja. Nyatanya harga saham BCA tetep naik terus",1,5,0,8,Positive,"[USERNAME] [USERNAME] This is called envy, boss, life is indeed not fair. If privilege is used for the right thing, why not? Not all of the children of the BCA Owner became CEOs, but some were appointed CEOs, and as long as they can work, the public is okay with it. In fact, BCA's stock price continues to rise"
Wed Feb 21 02:40:35 +0000 2024,Kinerja saham bank-bank besar seperti Himbara dan PT Bank Central Asia Tbk (BBCA) kian berkibar. [URL] [HASHTAG] [HASHTAG] [HASHTAG],0,0,0,0,Positive,The performance of shares of major banks such as Himbara and PT Bank Central Asia Tbk (BBCA) is increasingly soaring. [URL] [HASHTAG] [HASHTAG] [HASHTAG]
Wed Feb 21 02:26:05 +0000 2024,"IHSG Dibuka Melemah Jauhi Level ATH, Saham BBCA, GOTO hingga AMMN Tergelincir [URL]",0,0,0,0,Negative,"IHSG Opens Weaker Away From ATH Level, BBCA, GOTO to AMMN Shares Slip [URL]"
Wed Feb 21 02:06:35 +0000 2024,"Trading Idea Rabu (21/2/2024)📈 🚀 MEDC, MAPI, ADRO, BREN, ICBP, dan ARTO IHSG Technical View👀 IHSG ditutup naik 0.77% kemarin, dan disertai dengan net buy asing ~1.29 Triliun. Saham yang paling banyak dibeli asing adalah BBRI, TLKM, BBCA, BBNI, dan GOTO.",0,3,0,0,Positive,"Trading Idea Wednesday (21/2/2024)📈 🚀 MEDC, MAPI, ADRO, BREN, ICBP, and ARTO IHSG Technical View👀 IHSG closed up 0.77% yesterday, and was accompanied by a foreign net buy of ~1.29 trillion. The stocks most bought by foreigners were BBRI, TLKM, BBCA, BBNI, and GOTO."
Wed Feb 21 01:13:16 +0000 2024,"[USERNAME] [USERNAME] [USERNAME] bukannya sama aja ya, 5juta naik 2% di BCA atau BNGA kan juga sama-sama dapet 5juta 100 ribu bang?",0,1,0,0,Neutral,"[USERNAME] [USERNAME] [USERNAME] Isn't it the same, 5 million increases by 2% in BCA or BNGA, you both get 5 million 100 thousand, bro?"
Tue Feb 20 23:52:34 +0000 2024,Saham BCA (BBCA) tembus Rp 10.025 pada perdagangan 20 Februari 2024 kemarin [URL] [HASHTAG] [HASHTAG] [HASHTAG],0,0,0,0,Positive,"BCA (BBCA) shares broke through IDR 10,025 in trading on February 20, 2024 yesterday [URL] [HASHTAG] [HASHTAG] [HASHTAG]"
Tue Feb 20 19:07:29 +0000 2024,"A Tinggal beli saham bsi, bca, bri, emas 90kg, sisanya di puter di trading Bulan depan dah bisa generate $300.000",0,0,0,0,Positive,"A Just buy BSI, BCA, BRI shares, 90kg of gold, the rest can be invested in trading. Next month you can generate $300,000."
Tue Feb 20 16:30:20 +0000 2024,gw gangerti main saham tp bbca skrg 10rb anjrit nyesel cm beli dikit,0,0,0,0,Positive,gw gangerti play shares but bbca now 10 billion chain successful cm buy little
Tue Feb 20 16:07:53 +0000 2024,Menurut gue harga saham BBCA gila 😭😭😭😭,0,0,0,0,Negative,I think the BBCA share price is crazy 😭😭😭😭
Tue Feb 20 14:06:25 +0000 2024,[USERNAME] saham bca mnurun kah😞,0,1,0,0,Negative,[USERNAME] are BCA shares going down?
